system:index,LAI,SoilMoisture,VH,VV,date,.geo
S1B_IW_GRDH_1SDV_20200216T221247_20200216T221314_020300_026721_EDB1,0.5572559763684682,0.17231203357397226,-23.750423766541143,-12.853771565667298,2020-02-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20200228T221247_20200228T221314_020475_026CBF_2F63,0.7619925076845968,0.17568755180141576,-19.409989484044758,-10.168625401782924,2020-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20200311T221247_20200311T221314_020650_02724F_E42F,0.9141680743003647,0.17964952480023788,-21.04833903159741,-12.548893705471654,2020-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20200323T221247_20200323T221314_020825_0277D4_8AF0,1.1096874088468878,0.16931652934977448,-21.173638612679344,-13.33409242410741,2020-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20200404T221247_20200404T221315_021000_027D5D_3D0E,1.6126884622119135,0.17002618324463203,-22.231471180814847,-14.243106308375669,2020-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20200416T221248_20200416T221315_021175_0282E9_3F09,1.8075249306191659,0.17172624569437697,-21.73851990039428,-13.460768365034767,2020-04-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20200428T221248_20200428T221316_021350_02886E_D4CC,2.225501008739662,0.16242358724302441,-21.712245896572405,-13.70078884150861,2020-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20200627T221252_20200627T221319_022225_02A2E7_951B,0.8093474718878296,0.168264881736391,-20.045220889071956,-10.300948916053706,2020-06-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20200709T221252_20200709T221320_022400_02A83C_4939,0.8678753795606777,0.17717572832654058,-16.805749389936715,-8.885645888081122,2020-07-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20200721T221253_20200721T221320_022575_02AD8E_31A5,2.636370860842425,0.17963258220439923,-16.629159846943598,-8.983475456758008,2020-07-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20200802T221254_20200802T221321_022750_02B2D8_970B,2.289528959386996,0.16171825223263483,-16.046213456276984,-8.528814918524967,2020-08-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20200814T221255_20200814T221322_022925_02B842_A67B,3.114724132170736,0.23821490367551973,-15.27564868664233,-8.07072931528907,2020-08-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20200907T221256_20200907T221323_023275_02C33B_0C89,2.2216983083735733,0.19182232526831605,-16.301043278681266,-9.152891838621992,2020-09-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20201013T221257_20201013T221324_023800_02D3A4_70DC,0.3895560171455578,0.18676076271236544,-8.10208347348272,-8.10208347348272,2020-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20201025T221257_20201025T221324_023975_02D921_E2FC,0.31007847976246833,0.1846415587675534,-21.775518166254784,-11.47818670507554,2020-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20201118T221257_20201118T221324_024325_02E40A_E361,0.35847624737646977,0.17750752859020535,-17.018165958005074,-7.724164379585748,2020-11-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20201212T221256_20201212T221323_024675_02EF3D_AE20,0.4663038168896299,0.20950848687470422,-22.577869652009603,-11.886231726148717,2020-12-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20210105T221254_20210105T221321_025025_02FA85_394E,0.3159895347940146,0.2053325706785726,-25.33203863802994,-13.52976027938378,2021-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20210117T221254_20210117T221321_025200_030022_2581,0.24958763365300718,0.20366290111211283,-25.17417138562345,-13.578296408588354,2021-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20210222T221253_20210222T221320_025725_03111C_9170,0.40199968076095677,0.19870066361524386,-22.768476062704277,-12.820465766698709,2021-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20210318T221253_20210318T221320_026075_031C78_4154,0.8523103300657295,0.21136385436485472,-20.65797889050718,-11.914105405310593,2021-03-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20210330T221253_20210330T221320_026250_032208_C302,0.9636694103271085,0.214367889713093,-20.51652411973499,-12.637428362936086,2021-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20210423T221254_20210423T221321_026600_032D33_BF50,0.7650674792301224,0.2029989262789781,-21.20783262752752,-12.939071258006027,2021-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20210809T221300_20210809T221327_028175_035C7F_87B7,3.1399972781105516,0.2147125586188775,-15.581356630829143,-8.513344454130433,2021-08-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20210821T221301_20210821T221328_028350_0361F9_1119,2.755057993889059,0.20974154270945017,-15.909358794194505,-8.908083307174927,2021-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20210914T221302_20210914T221329_028700_036CCD_2A17,1.8166037216834043,0.2219725216987349,-16.375355302199928,-9.140428071158972,2021-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20211008T221302_20211008T221330_029050_03776A_D279,0.39111180310524407,0.2770248824996907,-15.91664961459644,-8.097016242086713,2021-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20211113T221302_20211113T221329_029575_03878F_3E5C,0.19900320292555898,0.2661640266937365,-19.173412586980476,-9.080458015549192,2021-11-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1B_IW_GRDH_1SDV_20211207T221301_20211207T221328_029925_03928B_A84D,0.20489761078773913,0.2627057769321892,-21.6731772703786,-11.245851367204152,2021-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
